d_loss,g_loss
0.877015173,0.222657606
0.489793777,1.055930734
0.675844789,0.707442343
0.734626949,0.621096849
0.709541798,0.725087643
0.690362692,0.835287333
0.675157368,0.767532527
0.617654324,0.738636792
0.539350748,1.023631692
0.624821782,0.489510566
0.637758434,0.812040567
0.449013144,1.12833178
0.617071211,0.706668854
0.667715788,0.780533195
0.668258369,0.848927379
0.666804671,0.784348547
0.685533285,0.711194277
0.666873574,0.737815261
0.6234833,0.972383797
0.629556477,0.87432009
0.674870729,0.761152327
0.668157041,0.752985716
0.638706625,0.721650779
0.653361976,0.772855282
0.629942834,0.666781306
0.671211958,0.773276925
0.669886947,0.796027362
0.670871258,0.525054157
0.638708591,0.824008584
0.680876076,0.800409377
0.688230455,0.705993414
0.654033065,0.832494199
0.679539204,0.682397842
0.667179465,0.781823575
0.69497335,0.679856241
0.640551984,0.791354418
0.641403794,0.804628909
0.666805983,0.704430163
0.67751509,0.609945655
0.643913031,0.842025399
0.668728471,0.879047692
0.66068238,0.723265231
0.665969074,0.792293072
0.686413288,0.890965104
0.619430482,0.953863084
0.640961528,0.880096078
0.649367511,0.786548436
0.650999248,0.693530798
0.653316021,0.944850385
0.648193419,0.817946792
0.622787297,0.674765706
0.646209538,0.816741109
0.651310265,0.734497786
0.658416212,0.720107198
0.649636626,0.75765413
0.667143703,0.805050373
0.663592517,0.695847332
0.612732768,0.894590974
0.625740707,0.725254834
0.649646759,0.774925411
0.636337101,0.876178026
0.658859789,0.863933861
0.670371413,0.761529624
0.637647569,0.810707688
0.65546447,0.785811067
0.673759639,0.62234354
0.640998363,0.915143251
0.642656684,0.75722146
0.610656321,0.810265303
0.604133427,0.68596977
0.659438014,0.869550884
0.629975975,0.887183011
0.671162426,0.853372395
0.65909034,0.663780153
0.62377727,0.835226655
0.639947951,0.710639119
0.652214408,0.783231378
0.646725178,0.808447957
0.651633203,0.847863913
0.659019411,0.670432866
0.6535483,0.781722248
0.690059602,0.776634932
0.637367189,0.713989079
0.618187129,0.93410486
0.656142592,0.647618473
0.662317753,0.783503473
0.655966699,0.87036562
0.631850958,0.805294335
0.67274785,0.778076708
0.656464338,0.745805919
0.638335049,0.767251909
0.610149086,1.077078223
0.617446542,0.790130854
0.629080474,0.846816421
0.683883429,0.87909621
0.667893589,0.8559407
0.651756883,0.75725764
0.66515851,0.731934607
0.647165656,0.842406631
0.652193844,0.846645653
0.655892551,0.833682835
0.626597226,0.922951102
0.641354203,0.817614913
0.644230902,0.82657814
0.639229059,0.646775961
0.609250844,1.052643895
0.638381064,0.709877312
0.609607339,0.828694165
0.607329428,0.76841414
0.619472742,0.902398288
0.633280814,0.783948302
0.612152815,0.773822963
0.629104793,0.675123751
0.613187075,0.724278808
0.623960555,0.684472322
0.623895645,0.835139096
0.62703383,0.615118027
0.648952782,0.812303185
0.625658393,0.814704001
0.645407796,0.770204067
0.63559556,0.880754173
0.653713286,0.897067666
0.63177228,0.932622194
0.644307852,0.783969939
0.644913018,0.914897382
0.648070097,0.926663339
0.615956783,0.677045286
0.655657172,0.608159125
0.607088327,0.598081529
0.580466628,0.71543318
0.620290577,0.905934095
0.618336916,1.140526295
0.614295125,0.902194679
0.60735333,1.132987022
0.586201072,0.81277895
0.564119756,1.082800269
0.597507179,0.902396441
0.593754649,0.801734149
0.595526934,0.950520575
0.594348311,0.892612219
0.599217772,0.92876327
0.628285646,0.824495792
0.605534256,0.777951479
0.618752062,0.819609523
0.611747265,0.890758812
0.58707428,0.777874529
0.607342124,0.86232841
0.627182245,0.842220783
0.62402463,0.79300338
0.638104916,0.8021155
0.621867895,0.670712233
0.617359936,0.923772573
0.596073389,1.048829317
0.602875471,0.991540968
0.628380001,0.587421775
0.63571775,0.631733
0.6544227,0.745705187
0.634119809,0.862506866
0.663865745,0.808730185
0.638078511,0.814026237
0.635515571,0.73748225
0.648593962,0.629704773
0.637665093,0.812899172
0.651199043,0.662336588
0.627566934,0.971538544
0.628221035,0.760531008
0.610888302,0.942879915
0.614397585,0.762181699
0.624585867,0.922855914
0.666380644,0.863954246
0.652752817,0.673323274
0.624829113,0.845318675
0.647123933,0.78750962
0.630033314,0.823537529
0.63689512,0.997539282
0.62366122,0.653566718
0.638476849,0.563958228
0.685977995,0.570959866
0.644466698,0.792663872
0.633855045,0.891165376
0.628473341,0.857595086
0.627641737,0.761925101
0.599015594,0.671317279
0.612523019,0.730520844
0.607188344,0.799078047
0.631330371,0.724216461
0.654617786,0.76861465
0.626257002,0.917654037
0.610765278,0.81590271
0.610405207,0.661647797
0.664844453,0.694947481
0.646010995,0.893526971
0.651909471,0.709561288
0.618038058,0.76900965
0.624037266,0.806946635
0.657701135,0.810527742
0.607132554,0.83547765
0.595316589,0.932924986
0.595800877,1.162332654
0.610586643,1.023278952
0.590370595,1.072991252
0.592890561,0.783007562
0.617150366,0.870797575
0.639400423,0.755945981
0.627491236,0.563841105
0.650635362,0.68690145
0.638168097,0.69642663
0.582000911,0.720353246
0.609907031,0.571837008
0.611944675,0.554816782
0.629600346,0.565607429
0.65458411,0.539456725
0.594613492,0.592133343
0.588909805,0.984795332
0.602820456,1.130360007
0.583344996,1.266186118
0.565014184,0.944620371
0.587342441,0.997626901
0.591359615,0.964990675
0.604112864,0.659796476
0.589575708,0.638850033
0.595303893,0.752873302
0.578166485,0.655102968
0.623434126,0.855405271
0.573795617,0.921822608
0.562537849,0.969451189
0.585099399,0.935841203
0.569060385,1.410983086
0.565817416,0.558053076
0.627716959,0.670066893
0.636383533,0.542585015
0.659712732,0.614602983
0.639754117,0.73348403
0.62479037,0.994926929
0.62056905,0.792365193
0.620492041,1.037197828
0.631302238,0.898455203
0.625103652,0.99021548
0.610365093,0.871684134
0.623755932,0.918624699
0.614092231,0.713692009
0.625212431,0.92840302
0.61999166,0.793529689
0.639292896,0.882454395
0.600023866,0.813366234
0.579327643,0.528967619
0.555065691,0.740916014
0.591744542,0.919015408
0.592986166,0.789048851
0.599706352,0.92704618
0.640584409,0.858839393
0.613082647,1.003041506
0.646379411,0.643894017
0.627778172,1.098383069
0.572872639,0.726352155
0.570470214,0.930059612
0.583019197,0.818129301
0.624554098,1.026035786
0.596873999,0.738263369
0.60898751,0.903516531
0.595506012,0.66083312
0.607698381,0.960083842
0.640701473,0.627671182
0.614427328,0.847910225
0.622609258,0.723568857
0.634942234,0.899022698
0.578196645,1.121647835
0.630443811,0.646896958
0.630948544,0.880705416
0.630361915,0.618972301
0.613051236,0.913244843
0.624204814,0.470784187
0.608535945,1.017038584
0.610766768,0.698727727
0.58520174,0.752880991
0.601260722,0.799412847
0.561936021,1.178923368
0.628835082,0.874968946
0.638413906,0.505117953
0.622464538,0.826204479
0.583087325,1.081074953
0.598373413,0.942453384
0.62741667,0.876017511
0.550728202,0.749381125
0.580367267,0.916330934
0.568744302,0.86362493
0.582187057,1.122576237
0.591772854,1.274569988
0.533557415,0.675335646
0.627746642,0.527409732
0.600918889,0.794312537
0.60827899,0.892507792
0.620442212,0.863008857
0.614624381,0.678404927
0.570734501,0.718350291
0.597776473,0.759076774
0.59686476,0.795719087
0.640945077,0.997501373
0.586901486,0.603215814
0.633581638,0.553767502
0.63010484,0.760882795
0.619950712,0.722893
0.609542251,0.853000462
0.62970984,0.888032556
0.545636237,0.739510894
0.607071817,0.711782992
0.588837743,1.009817719
0.563058197,1.251641154
0.589155555,0.822323084
0.605234981,0.436139107
0.611024976,0.419432819
0.616055191,0.644974053
0.611443162,0.768432438
0.586582422,0.870218039
0.606514931,0.893257856
0.620191813,0.852800727
0.608374476,0.950295091
0.616510391,0.609676003
0.626156092,0.833282113
0.617105186,0.780175328
0.611660302,0.865186989
0.594137669,0.830393136
0.612876534,0.801494002
0.607384801,0.941269636
0.600821674,0.996060967
0.599461734,0.915497303
0.602129459,0.765521169
0.607737958,0.889618635
0.612701893,0.891745985
0.580661654,0.680796266
0.532524288,0.897814572
0.591485679,0.712866664
0.622815192,0.807851732
0.569993079,0.929093182
0.559752703,1.241540909
0.581967711,1.104353428
0.514525235,0.352920264
0.594631374,1.303213835
0.577876329,1.339936852
0.537191033,1.091137409
0.625790656,0.758470714
0.586033642,1.013991237
0.573305368,1.123716474
0.569609821,0.89931196
0.561106086,1.073349118
0.543372631,0.982868135
0.565232337,1.186291695
0.5919438,1.313749194
0.587522209,1.030410886
0.574108362,1.271941781
0.576338708,1.174818754
0.562384129,0.475614041
0.547393322,0.291690171
0.595068097,0.990990698
0.571840882,1.001967907
0.58478564,0.901361704
0.61525625,0.816464365
0.634819806,0.892770171
0.549836099,0.715197623
0.594422519,0.83591944
0.598267555,0.969142139
0.542808175,1.039107084
0.553125441,0.517485261
0.598658204,0.441005439
0.610934675,0.55793339
0.601540625,0.609811187
0.617549896,0.307699889
0.566309452,1.022709966
0.555282772,1.294309855
0.552535474,0.902050257
0.574815929,0.871009469
0.59270823,1.007675886
0.567573369,0.918207526
0.544038713,1.088835001
0.577203691,0.877280593
0.565718889,1.042556286
0.586925447,0.929213464
0.58630532,1.021743894
0.634908378,1.042440534
0.580898762,0.44017604
0.625206828,0.421935946
0.61086458,0.577097476
0.639604211,0.519507229
0.634934366,0.78712678
0.583305001,0.637554228
0.60213244,0.5953601
0.606743217,0.471574008
0.539393902,0.50963515
0.60362792,1.14394486
0.605665267,0.903186083
0.580792785,0.846448123
0.590403438,0.692594171
0.648776174,0.939845562
0.61776787,0.997320712
0.607713044,1.063331246
0.586528599,0.92853111
